_id,name,author,translator,artist,editor,publishing,year,series,collection,genre,weight,dimensions.length,dimensions.width,dimensions.height,rating,price,link
908381,Бесконечность I. Катастрофы разума,Волков Андрей Вячеславович,,Сереброва Ольга,,Русский мир,2022,Covert Netherworld = Тайное закулисье,,"Криминальный отечественный детектив, Современная отечественная проза",962,208,133,50,0,1800,https://www.labirint.ru/books/908381/
915270,Переигровка,Щепетнев Василий Павлович,,Мельников Евгений,,Престиж БУК,2023,,,Современная отечественная проза,642,207,135,32,10,1621,https://www.labirint.ru/books/915270/
915268,Это было в Праге,Брянцев Георгий Михайлович,,"Чупрыгин Б., Васильев Б.",,Престиж БУК,2022,Ретро библиотека приключений и научной фантастики,,Современная отечественная проза,898,210,140,42,0,1621,https://www.labirint.ru/books/915268/
936153,В звездные миры,Бережной Василий Павлович,"Млинченко К., Сынгаевский П., Спринский Василий","Аржекаев Б., Довгаль А., Зубковский Г.",,Престиж БУК,2023,,,Классическая зарубежная проза,650,210,135,35,0,1621,https://www.labirint.ru/books/936153/
940522,Мир семи поколений,Брюсов Валерий Яковлевич,,"Бердслей Обри, Мартини А., Дурнов М.",,Престиж БУК,2023,Волшебная страна Оз,,Классическая отечественная проза,652,210,135,35,10,1621,https://www.labirint.ru/books/940522/
948592,Гибель Синего Орла,Болдырев Виктор Николаевич,,"Успенский В., Шмаринов А.",,Престиж БУК,2023,Ретро библиотека приключений и научной фантастики,,Военный роман,715,200,135,33,0,1621,https://www.labirint.ru/books/948592/
954695,Обманщик и его маскарад,Мелвилл Герман,"Савельев Кирилл Александрович, Лорие Мария Федоровна",Медведев Александр,,Престиж БУК,2023,Ретро библиотека приключений и научной фантастики,,,530,210,135,26,10,1621,https://www.labirint.ru/books/954695/
974652,Особое мнение,Дручин Игорь Сергеевич,,,,Престиж БУК,2023,,,Современная отечественная проза,616,210,132,30,0,1621,https://www.labirint.ru/books/974652/
974653,Приключения Генри Тернбакла,Ритчи Джек,"Самуйлов Лев, Бушуев А., Бушуева Т. А.",Турбин Андрей,,Престиж БУК,2023,Ретро библиотека приключений и научной фантастики,,Классическая зарубежная проза,675,206,130,35,9.5,1621,https://www.labirint.ru/books/974653/
984605,Защита Эмбриона,Дмитрук Андрей Всеволодович,,Кононенко Виктор,,Престиж БУК,2023,,,Современная отечественная проза,712,205,130,35,0,1621,https://www.labirint.ru/books/984605/
991660,Ритм галактик,Дручин Игорь Сергеевич,,Смирнов В.,,Престиж БУК,2023,Ретро библиотека приключений и научной фантастики,,Современная отечественная проза,626,207,131,32,0,1621,https://www.labirint.ru/books/991660/
996345,Тени лунных кратеров,Дручин Игорь Сергеевич,,,,Престиж БУК,2023,,,Современная отечественная проза,644,210,135,32,10,1621,https://www.labirint.ru/books/996345/
1000315,Бесконечность вторая. Медальон погибшей принцессы,Волков Андрей Вячеславович,,Сереброва Ольга,,Русский мир,2023,Covert Netherworld = Тайное закулисье,,Современная отечественная проза,1098,210,135,55,0,1800,https://www.labirint.ru/books/1000315/
1000656,Пьем до дна. Семеро вне времени,Загат Артур Лео,Грузберг А. А.,Скороход А. С.,,Престиж БУК,2024,Ретро библиотека приключений и научной фантастики,,,562,207,132,28,0,1621,https://www.labirint.ru/books/1000656/
1000655,Судовая роль,Прашкевич Геннадий Мартович,,Шуриц Александр,,Престиж БУК,2024,Ретро библиотека приключений и научной фантастики,,Современная отечественная проза,584,206,130,30,10,1621,https://www.labirint.ru/books/1000655/
1006731,Форт в лазури,Шаламов Михаил Львович,,Медведева Александра,,Престиж БУК,2024,Ретро библиотека приключений и научной фантастики,,Современная отечественная проза,720,215,135,40,0,1621,https://www.labirint.ru/books/1006731/
1006732,Призраки на болоте,Штробль Карл Ханс,Евстафьев А. К.,Бренчугина Екатерина,,Престиж БУК,2024,Ретро библиотека приключений и научной фантастики,,Классическая зарубежная проза,550,210,135,27,0,1621,https://www.labirint.ru/books/1006732/
966675,The Dark Between The Trees,Barnett Fiona,,,,Solaris,2022,,,,360,225,145,25,8,3156,https://www.labirint.ru/books/966675/
996105,"Not Forever, But for Now",Palahniuk Chuck,,,,Simon & Schuster,2023,,,,410,240,160,25,0,3917,https://www.labirint.ru/books/996105/
796312,Даша и викинги,Гурова Анна Евгеньевна,,Ходыревская Анна,,Качели,2021,Приключения во времени,Ребенок читает сам,,378,241,200,12,8.86,936,https://www.labirint.ru/books/796312/
885657,Blood And Gold,Rice Anne,,,,Arrow Books,2010,The Vampire Chronicles,,,518,197,130,33,10,3219,https://www.labirint.ru/books/885657/
523571,Два билета в Индию. Геркулес и гидра. Черный саквояж,Булычев Кир,,Мигунов Евгений Тихонович,Мещеряков Вадим Юрьевич,Издательский дом Мещерякова,2016,БИСС,,,416,224,172,15,7.81,1128,https://www.labirint.ru/books/523571/
616152,Даша в поисках солнца,Гурова Анна Евгеньевна,,Ходыревская Анна,,Качели,2022,Приключения во времени,Ребенок читает сам,,384,243,200,11,8.27,905,https://www.labirint.ru/books/616152/
877347,Полное собрание романов в одном томе,Оруэлл Джордж,"Беспалова Лариса Георгиевна, Голышев Виктор Петрович, Домитеева Вера Михайловна",,,Альфа-книга,2022,Полное собрание в одном томе,,Классическая зарубежная проза,930,218,147,40,7.88,1448,https://www.labirint.ru/books/877347/
973204,Doctor Who and the Daleks. Illustrated Edition,Whitaker David,,Hack Robert,,BBC books,2022,Doctor Who,,,955,250,202,22,10,7711,https://www.labirint.ru/books/973204/
984249,"Ведьма, кот и дело в шляпе",Павлова Нина Владимировна,,Токарева Наталья,,Феникс-Премьер,2024,Чердачные сказки,,Приключения. Детективы,354,235,175,10,9.23,698,https://www.labirint.ru/books/984249/
878608,Город Эмбер,Дюпро Джин,Мучник Татьяна Александровна,Неходова Ольга,,Качели,2023,Послезавтра,,Молодежная литература,370,210,145,15,9.67,988,https://www.labirint.ru/books/878608/
848594,Ересь Хоруса. Книга VIII. Тени предательства,"Макнилл Грэм, Дембски-Боуден Аарон, Френч Джон","Джемилев Зенур, Зонис Ю., Стасюк Богдан",,"Данн Кристиан, Кайм Ник",Фантастика,2021,The Horus Heresy,,Современная зарубежная проза,1964,245,178,69,10,1800,https://www.labirint.ru/books/848594/
640582,Теория невероятностей. Комплект из 2-х книг,Ледерман Виктория Валерьевна,,,,КомпасГид,2019,Виктория Ледерман,Навстречу приключениям,,548,216,147,27,9.04,1966,https://www.labirint.ru/books/640582/
987731,Holly,King Stephen,,,,Hodder & Stoughton,2023,,,,685,240,165,40,4,4087,https://www.labirint.ru/books/987731/
798389,Солнечная война,Френч Джон,Антипов Юрий,,,Фантастика,2021,WarHammer 40.000,,Современная зарубежная проза,670,243,150,30,9.5,1201,https://www.labirint.ru/books/798389/
808581,Ватек. В 3-х книгах (комплект),Бекфорд Уильям,Трынкина Е. В.,,,Ладомир,2021,Памятники всемирной литературы,,Классическая зарубежная проза,2592,224,173,93,10,7080,https://www.labirint.ru/books/808581/
768336,"Девочка, с которой ничего не случится",Булычев Кир,,Подивилова Ольга Васильевна,Неволайнен Любовь,Качели,2020,Книжная полка,Внеклассное чтение,,378,263,203,11,9.36,770,https://www.labirint.ru/books/768336/
905464,A City Dreaming,Polansky Daniel,,,,Hodder & Stoughton,2017,,,,212,197,130,19,0,2934,https://www.labirint.ru/books/905464/
905357,The Nothing Girl,Taylor Jodi,,,,Headline,2014,Frogmorton Farm,,,258,197,130,24,8.67,2934,https://www.labirint.ru/books/905357/
904706,The House on Vesper Sands,O`Donnell Paraic,,,,Weidenfeld & Nicolson,2019,,,,270,198,130,22,10,2670,https://www.labirint.ru/books/904706/
905235,The Poison Throne,Dryden Walker,,,,Orion,2021,The Epic of Tumanbay,,,354,198,130,32,8,2934,https://www.labirint.ru/books/905235/
904633,The Great Witch of Brittany,Morgan Louisa,,,,Orbit,2022,,,,292,197,127,27,8,2670,https://www.labirint.ru/books/904633/
904603,The City of a Thousand Faces,Dryden Walker,,,,Orion,2020,The Epic of Tumanbay,,,390,200,130,35,10,2670,https://www.labirint.ru/books/904603/
904437,The Infernal Riddle of Thomas Peach,Treadwell Jas,,,,Hodder & Stoughton,2022,,,,320,200,130,30,0,2670,https://www.labirint.ru/books/904437/
904287,The Mistletoe Bride and Other Haunting Tales,Mosse Kate,,Eason Daniel,,Phoenix,2021,,,,246,198,128,21,0,2670,https://www.labirint.ru/books/904287/
904993,A Symphony of Echoes,Taylor Jodi,,,,Headline,2013,Chronicles of St. Mary`s,,,270,197,130,25,9.67,2670,https://www.labirint.ru/books/904993/
976723,King of the City,Moorcock Michael,,,,Gollancz,2016,,,,396,196,129,34,0,2675,https://www.labirint.ru/books/976723/
902973,The Harsh Cry of the Heron,Hearn Lian,,,,Picador,2017,Tales of the Otori,,,440,197,130,40,0,2679,https://www.labirint.ru/books/902973/
902969,Heaven's Net is Wide,Hearn Lian,,,,Picador,2017,Tales of the Otori,,,410,197,130,35,0,2679,https://www.labirint.ru/books/902969/
776936,Ариэль,Беляев Александр Романович,,Иткин Анатолий Зиновьевич,,Нигма,2021,Страна приключений,,,752,266,212,16,9.42,2076,https://www.labirint.ru/books/776936/
598144,Алиса на планете загадок,Булычев Кир,,Минеев Виктор Михайлович,Мещеряков Вадим Юрьевич,Издательский дом Мещерякова,2017,БИСС,,,568,222,173,20,8.56,1534,https://www.labirint.ru/books/598144/
498079,Излучатель доброты,Булычев Кир,,Мигунов Евгений Тихонович,Мещеряков Вадим Юрьевич,Издательский дом Мещерякова,2015,БИСС,,,424,220,170,18,8.39,1534,https://www.labirint.ru/books/498079/
781154,Children of Ruin,Tchaikovsky Adrian,,,,Pan Books,2020,The Children of Time Novels,,,396,197,130,35,10,2687,https://www.labirint.ru/books/781154/
885278,Gods Behaving Badly,Phillips Marie,,,,Vintage books,2008,,,,206,200,130,20,0,2605,https://www.labirint.ru/books/885278/
884948,The Alteration,Amis Kingsley,,,,Vintage books,2004,,,,172,196,127,15,10,2605,https://www.labirint.ru/books/884948/
884947,The Green Man,Amis Kingsley,,,,Vintage books,2004,,,,178,197,130,15,10,2605,https://www.labirint.ru/books/884947/
884631,Vermilion Sands,Ballard J. G.,,,,Vintage books,2016,,,,170,200,130,15,0,2605,https://www.labirint.ru/books/884631/
891794,Death at Intervals,Saramago Jose,Costa Margaret Jull,,,Vintage books,2017,,,,170,197,130,14,10,2607,https://www.labirint.ru/books/891794/
891616,Frankissstein. A Love Story,Winterson Jeanette,,,,Vintage books,2019,,,,254,197,129,20,10,2607,https://www.labirint.ru/books/891616/
890805,The Wolf and the Woodsman,Reid Ava,,,,DelRey,2021,,,Young adult на английском языке,292,197,127,27,0,2606,https://www.labirint.ru/books/890805/
890802,Woman on the Edge of Time,Piercy Marge,,,,DelRey,2019,,,,300,200,130,28,0,2607,https://www.labirint.ru/books/890802/
890751,The Absolute Book,Knox Elizabeth,,,,Penguin,2022,,,,470,200,130,35,0,2606,https://www.labirint.ru/books/890751/
890740,A History of What Comes Next,Neuvel Sylvain,,,,Penguin,2021,,,,214,197,130,19,0,2607,https://www.labirint.ru/books/890740/
888286,Japanese Ghost Stories,Hearn Lafcadio,,,,Penguin,2019,Penguin Classics,,Фантастика и ужасы на английском языке,202,197,127,15,0,2607,https://www.labirint.ru/books/888286/
888210,Everything You Ever Wanted,Sauma Luiza,,,,Penguin,2020,,,,194,197,130,17,0,2607,https://www.labirint.ru/books/888210/
888026,The Futurological Congress,Lem Stanislaw,Kandel Michael,,,Penguin,2017,Penguin Modern Classics,,,114,195,130,10,0,2607,https://www.labirint.ru/books/888026/
887948,The Cyberiad,Lem Stanislaw,Kandel Michael,Mroz Daniel,,Penguin,2014,Penguin Modern Classics,,,224,196,128,17,0,2607,https://www.labirint.ru/books/887948/
886885,The Stone Gods,Winterson Jeanette,,,,Penguin,2008,,,,186,197,129,16,10,2607,https://www.labirint.ru/books/886885/
890778,The Anomaly,le Tellier Herve,Hunter Adriana,,,Penguin,2022,,,,252,198,129,21,10,2608,https://www.labirint.ru/books/890778/
890813,The Conductors,Glover Nicole,,,,DelRey,2021,,,,298,198,130,27,0,2608,https://www.labirint.ru/books/890813/
889987,Knowledge of Angels,Paton Walsh Jill,,,,Black Swan,1995,,,Фантастика и ужасы на английском языке,206,200,127,17,0,2608,https://www.labirint.ru/books/889987/
889655,Wings of the Storm,Kristian Giles,,,,Corgi book,2017,Sigurd,,Фантастика и ужасы на английском языке,296,197,127,27,0,2608,https://www.labirint.ru/books/889655/
889654,Winter's Fire,Kristian Giles,,,,Penguin,2016,,,,328,196,127,30,0,2608,https://www.labirint.ru/books/889654/
889616,Apocalypse Cow,Logan Michael,,,,Corgi book,2013,,,,266,196,127,23,0,2608,https://www.labirint.ru/books/889616/
889527,Troy. Shield Of Thunder,Gemmell David,,,,Corgi book,2007,,,,326,177,108,42,10,2608,https://www.labirint.ru/books/889527/
955120,Единорог. Омнибус,Габелла Матье,Даровская Екатерина,Жан Энтони,,Фантастика,2023,Комиксы,,,1232,318,240,16,9.67,1950,https://www.labirint.ru/books/955120/
889768,The Living Dead,"Romero George A., Kraus Daniel",,,,Penguin,2021,,,,506,196,125,48,10,2609,https://www.labirint.ru/books/889768/
982323,Аул,Арсланова Асия,,Николаева Анастасия,,Волчок,2024,Зеленое солнце,,,560,222,150,25,7.73,997,https://www.labirint.ru/books/982323/
841394,Новые приключения Путилина. Зловещая находка,Москвин Игорь Владимирович,,Яблочкина И.,,Престиж БУК,2022,Ретро библиотека приключений и научной фантастики,,Современная отечественная проза,690,210,140,40,5.5,1350,https://www.labirint.ru/books/841394/
841393,Река Гераклита,Биленкин Дмитрий Александрович,,Мельникова Е.,,Престиж БУК,2022,Ретро библиотека приключений и научной фантастики,,Современная отечественная проза,690,210,140,37,10,1350,https://www.labirint.ru/books/841393/
850029,Всадники ниоткуда,"Абрамов Александр Иванович, Абрамов Сергей Александрович",,"Лебедев Б. И., Вальдман А. В.",,Престиж БУК,2022,Ретро библиотека приключений и научной фантастики,,Классическая отечественная проза,713,210,135,35,10,1350,https://www.labirint.ru/books/850029/
847688,"Новый Аладдин. Роман, повести","Абрамов Александр Иванович, Абрамов Сергей Александрович",,"Лебедев Б. И., Акулов Г. В., Юдин В. В.",,Престиж БУК,2022,Ретро библиотека приключений и научной фантастики,,Классическая отечественная проза,680,206,133,35,10,1350,https://www.labirint.ru/books/847688/
954179,Scattered All Over the Earth,Tawada Yoko,,,,Granta Publication,2022,,,,252,215,137,17,8,2633,https://www.labirint.ru/books/954179/
954442,Watersong,Goenawan Clarissa,,,,Scribe Publications,2022,,,,308,210,140,25,10,2633,https://www.labirint.ru/books/954442/
953722,Cosmogramma,Newland Courttia,,,,Canongate,2021,,,,330,213,136,25,9.5,2633,https://www.labirint.ru/books/953722/
954397,Lambda,Musgrave David,,,,Europa Editions,2022,,,,354,210,135,25,10,2633,https://www.labirint.ru/books/954397/
954352,Seven Empty Houses,Schweblin Samanta,McDowell Megan,,,Oneworld Publications,2022,,,,224,215,135,18,10,2633,https://www.labirint.ru/books/954352/
929319,Children of Paradise,Grudova Camilla,,,,Atlantic,2022,,,,344,223,144,22,9.5,2661,https://www.labirint.ru/books/929319/
253588,Firestarter,King Stephen,,,,Hodder & Stoughton,2011,,,,410,198,128,36,9.67,2670,https://www.labirint.ru/books/253588/
493361,Fragile Things,Gaiman Neil,,,,Headline,2013,,,,276,177,112,27,9,2670,https://www.labirint.ru/books/493361/
693346,The Devil You Know,Carey Mike,,,,Orbit,2014,,,,286,179,110,30,0,2670,https://www.labirint.ru/books/693346/
705277,Flowers for Algernon,Keyes Daniel,,,,Gollancz,2019,SF Masterworks,,,200,195,128,20,9.67,2670,https://www.labirint.ru/books/705277/
906057,Cell,King Stephen,,,,Hodder & Stoughton,2018,,,,350,200,130,35,10,2670,https://www.labirint.ru/books/906057/
906031,Touch,North Claire,,,,Orbit,2015,,,,320,200,125,30,9.5,2670,https://www.labirint.ru/books/906031/
906006,Hollow,Catling Brian,,,,Coronet,2022,,,,194,198,130,18,9,2670,https://www.labirint.ru/books/906006/
905987,Obelisk,Baxter Stephen,,,,Gollancz,2016,,,,240,200,132,20,8,2670,https://www.labirint.ru/books/905987/
905945,The Keep,Egan Jennifer,,,,Abacus,2008,,,,178,197,126,17,10,2670,https://www.labirint.ru/books/905945/
905793,The Patient,Tyrone Nick,,,,Headline,2021,,,,174,200,130,16,0,2670,https://www.labirint.ru/books/905793/
905786,Little Star,Ajvide Lindqvist John,,,,Riverrun,2017,,,,500,195,130,40,10,2670,https://www.labirint.ru/books/905786/
905781,Lethal Game,Feehan Christine,,,,Piatkus,2020,,,,308,198,128,28,0,2670,https://www.labirint.ru/books/905781/
905736,The Passage,Cronin Justin,,,,Orion,2011,,,,680,195,125,43,8,2670,https://www.labirint.ru/books/905736/
905691,The Anointed,Arditti Michael,,,,Arcadia Book,2021,,,,320,197,130,25,9,2670,https://www.labirint.ru/books/905691/
905658,Bone Silence,Reynolds Alastair,,,,Gollancz,2020,Revenger Universe,,,420,200,130,35,10,2670,https://www.labirint.ru/books/905658/
905639,Body Tourists,Rogers Jane,,,,Sceptre,2020,,,,176,197,130,15,8,2670,https://www.labirint.ru/books/905639/
905608,The Erstwhile,Catling Brian,,,,Coronet,2018,Vorrh Trilogy,,,332,195,130,30,10,2670,https://www.labirint.ru/books/905608/
905515,The Snow Child,Ivey Eowyn,,,,Tinder Press,2012,,,,310,195,130,27,0,2670,https://www.labirint.ru/books/905515/
905463,A Second Chance,Taylor Jodi,,,,Headline,2019,Chronicles of St. Mary`s,,,282,198,130,26,9,2670,https://www.labirint.ru/books/905463/
905443,Immortal Rising,Sands Lynsay,,,,Gollancz,2022,Argeneau Vampire,,,270,200,130,25,9.5,2670,https://www.labirint.ru/books/905443/
905258,Hope for the Best,Taylor Jodi,,,,Headline,2019,Chronicles of St. Mary`s,,,334,197,130,29,8.5,2670,https://www.labirint.ru/books/905258/
905202,The Winter Ghosts,Mosse Kate,,,,Phoenix,2021,,,,238,197,127,20,0,2670,https://www.labirint.ru/books/905202/
905052,The Good Neighbours,Allan Nina,,,,Riverrun,2021,,,,220,200,130,20,0,2670,https://www.labirint.ru/books/905052/
904890,The Year Of The Flood,Atwood Margaret,,,,Virago,2020,The MaddAddam Trilogy,,,406,197,130,35,10,2670,https://www.labirint.ru/books/904890/
904985,A Trail Through Time,Taylor Jodi,,,,Headline,2019,Chronicles of St. Mary`s,,,287,200,130,25,9.67,2670,https://www.labirint.ru/books/904985/
902926,Shriek. An Afterword,Vandermeer Jeff,,,,Pan Books,2017,Ambergris,,,320,197,130,27,10,2687,https://www.labirint.ru/books/902926/
955596,Grimoire,Robertson Robin,,Robertson Tim,,Picador,2022,,,,155,195,155,8,0,2687,https://www.labirint.ru/books/955596/
1016657,Сфера преображения. Этория 300 лет спустя,Костин Михаил Игоревич,,Олин Макс,,Книма,2017,,,,1685,245,175,50,0,2101,https://www.labirint.ru/books/1016657/
955523,The Departure,Asher Neal,,,,Tor,2020,Owner Trilogy,,,345,195,128,26,0,2687,https://www.labirint.ru/books/955523/
771353,Дорога через зиму,Харгрейв Киран Миллвуд,Кидвати Ольга,Рокотова Наталья,Тюленева Наталья,Качели,2021,Зеркала,Книги для подростков,Приключения. Детективы,548,238,165,18,8.75,384,https://www.labirint.ru/books/771353/
891835,The Handmaid's Tale,Atwood Margaret,,,,Vintage books,2017,"Vintage Classics, The Handmaid`s Tale",,,240,197,131,22,9,2703,https://www.labirint.ru/books/891835/
968627,Каждому своё 1-4. Уникальное лимитированное издание,Тармашев Сергей Сергеевич,,,,АСТ,2023,Легенда российской фантастики,,Современная отечественная проза,1310,242,176,57,10,2689,https://www.labirint.ru/books/968627/
970865,Библиотекарь,Елизаров Михаил Юрьевич,,,,Редакция Елены Шубиной,2023,Кинобестселлеры,,Современная отечественная проза,394,207,135,25,7.11,649,https://www.labirint.ru/books/970865/
841392,Лунный бассейн. Металлическое чудовище,Меррит Абрахам Грейс,Грузберг А.,Скороход А. С.,,Престиж БУК,2022,,,Классическая зарубежная проза,710,210,140,40,10,1418,https://www.labirint.ru/books/841392/
922086,One Thousand and One Nights,Al-Shaykh Hanan,,,,Bloomsbury,2013,,,,214,196,128,18,10,2763,https://www.labirint.ru/books/922086/
919743,Shatter City,Westerfeld Scott,,,,Scholastic Inc.,2021,,,,328,208,140,23,8,2766,https://www.labirint.ru/books/919743/
919740,Mirror's Edge,Westerfeld Scott,,,,Scholastic Inc.,2022,,,,290,210,140,20,0,2766,https://www.labirint.ru/books/919740/
918761,The Dark Unwinding,Cameron Sharon,,,,Scholastic Inc.,2022,,,,250,203,133,19,0,2766,https://www.labirint.ru/books/918761/
963619,Pandemic,Riddle A.G.,,,,Bloomsbury,2018,The Extinction Files,,,486,200,130,43,9,2773,https://www.labirint.ru/books/963619/
931179,Зловещие зоны земли. Комплект из 3-х книг,Бейтс Джереми,"Попов Д. В., Ковжун Анатолий, Стукалин Глеб",,,Аркадия,2022,Комплекты,,Современная зарубежная проза,1512,208,135,74,8.43,3206,https://www.labirint.ru/books/931179/
738472,Тайна Соловьиного леса,Стрейндж Люси,"Лютова Ольга, Бабенко Виталий Тимофеевич",Горбунова Ирина,Тюленева Наталья,Качели,2020,Зеркала,"Книги для подростков, Книги для девочек",,614,238,166,20,8.28,576,https://www.labirint.ru/books/738472/
870418,Все о жизни чайных дракончиков,Уайт-Смит Нелл,,Gvaelit (Чайка),,Крафтовая литература,2021,Машины хаоса,Романы,Современная отечественная проза,482,215,150,20,8.21,576,https://www.labirint.ru/books/870418/
890812,Star Wars. Victory’s Price,Freed Alexander,,,,DelRey,2021,Star Wars,,,395,198,127,33,10,2534,https://www.labirint.ru/books/890812/
889938,This House is Haunted,Boyne John,,,,Black Swan,2013,,,,244,197,130,25,10,2534,https://www.labirint.ru/books/889938/
886080,Tigerman,Harkaway Nick,,,,Windmill Books,2014,,,,278,197,130,24,0,2534,https://www.labirint.ru/books/886080/
931494,Tell Me an Ending,Harkin Jo,,,,Penguin,2023,,,,380,200,130,35,0,2534,https://www.labirint.ru/books/931494/
884575,The Martian,Weir Andy,,,,DelRey,2014,,,Детективы и триллеры на английском языке,266,198,125,23,10,2534,https://www.labirint.ru/books/884575/
709252,Ветер в его сердце,де Линт Чарльз,Попов Д. В.,,Галль Антонина Ростиславовна,Аркадия,2019,Пограничная реальность,,Современная зарубежная проза,698,208,134,35,8.16,581,https://www.labirint.ru/books/709252/
923708,Man in the High Castle,Dick Philip K.,,,,Penguin,2021,Penguin Non-Fiction,,,194,198,128,15,10,2568,https://www.labirint.ru/books/923708/
969976,Zone One,Whitehead Colson,,,,Vintage books,2012,,,,195,198,130,18,9.5,2567,https://www.labirint.ru/books/969976/
969252,This Time Tomorrow,Straub Emma,,,,Penguin,2023,,,,230,198,130,20,10,2568,https://www.labirint.ru/books/969252/
889025,Idoru,Gibson William,,,,Penguin,1997,Bridge,,,220,200,130,20,0,2567,https://www.labirint.ru/books/889025/
692561,Four Past Midnight,King Stephen,,,,Hodder & Stoughton,2022,,,,670,196,128,42,9,2568,https://www.labirint.ru/books/692561/
891105,Star Wars. The High Republic. The Fallen Star,Gray Claudia,,,,Penguin,2022,Star Wars,,,274,195,128,24,0,2568,https://www.labirint.ru/books/891105/
885256,The Handmaid's Tale,Atwood Margaret,,,,Vintage books,2010,"Vintage Classics, The Handmaid`s Tale",,,234,198,128,21,10,2568,https://www.labirint.ru/books/885256/
944214,The Greek Myths. Stories of the Greek Gods and Heroes Vividly Retold,"Waterfield Robin, Waterfield Kathryn",,,,Quercus,2011,,,,248,197,130,22,8,2568,https://www.labirint.ru/books/944214/
910355,Fearie Tales. Books of Horror,"Gaiman Neil, Харрис Джоанн, Линдквист Юн Айвиде",,,,Jo Fletcher Books,2014,,,,308,200,130,27,10,2568,https://www.labirint.ru/books/910355/
973245,Doctor Who. Planet of the Ood,Temple Keith,,,,BBC books,2023,Doctor Who,,,102,180,110,12,8,2568,https://www.labirint.ru/books/973245/
973215,Doctor Who. Big Bang Generation,Russell Gary,,,,BBC books,2019,Doctor Who,,,170,200,130,16,8,2568,https://www.labirint.ru/books/973215/
973237,Doctor Who. Kerblam!,McTighe Pete,,,,BBC books,2023,Doctor Who,,,105,180,110,10,9,2568,https://www.labirint.ru/books/973237/
973203,Doctor Who and the Daleks,Whitaker David,,Schwartzman Arnold,,BBC books,2011,Doctor Who,,,110,180,115,15,10,2568,https://www.labirint.ru/books/973203/
973206,Doctor Who and the Genesis of the Daleks,Dicks Terrance,,,,BBC books,2016,Doctor Who,,,100,175,110,12,0,2568,https://www.labirint.ru/books/973206/
973202,Doctor Who and the Abominable Snowmen,Dicks Terrance,,,,BBC books,2011,Doctor Who,,,108,178,110,15,10,2568,https://www.labirint.ru/books/973202/
973201,Doctor Who. The Triple Knife and Other Doctor Who Stories,Colgan Jenny,,,,BBC books,2018,Doctor Who,,,140,200,130,15,9.5,2568,https://www.labirint.ru/books/973201/
972864,Air and Angels,Hill Susan,,,,Vintage books,1999,,,,210,200,130,20,9.5,2568,https://www.labirint.ru/books/972864/
969778,Star Wars. The Clone Wars,Traviss Karen,,,,Arrow Books,2009,Star Wars,,,150,180,110,18,0,2568,https://www.labirint.ru/books/969778/
969695,The Raptures,Carson Jan,,,,Penguin,2023,,,,240,200,130,25,8,2568,https://www.labirint.ru/books/969695/
969666,The Long Cosmos,"Pratchett Terry, Baxter Stephen",,,,Corgi book,2016,Long Earth,,,335,197,129,30,10,2568,https://www.labirint.ru/books/969666/
969321,The Circle,Eggers Dave,,,,Penguin,2014,,,,410,197,130,33,10,2568,https://www.labirint.ru/books/969321/
969111,The Last White Man,Hamid Mohsin,,,,Penguin,2023,,,,140,197,130,15,9,2568,https://www.labirint.ru/books/969111/
892151,Doctor Who. The Zygon Invasion,Harness Peter,,,,BBC books,2023,Doctor Who,,,110,177,110,12,10,2568,https://www.labirint.ru/books/892151/
968980,The Ticket That Exploded,Burroughs William S.,,,,Penguin,2014,Penguin Modern Classics,,,262,197,130,20,0,2568,https://www.labirint.ru/books/968980/
976252,Carrion Comfort,Simmons Dan,,,,Quercus,2010,,,,630,197,130,48,0,2568,https://www.labirint.ru/books/976252/
976679,Ilium,Simmons Dan,,,,Gollancz,2004,,,,366,177,110,37,0,2568,https://www.labirint.ru/books/976679/
891644,Star Wars. Catalyst. A Rogue One Novel,Luceno James,,,,Arrow Books,2016,Star Wars,,,344,200,130,25,10,2570,https://www.labirint.ru/books/891644/
973942,Zero History,Gibson William,,,,Penguin,2011,Blue Ant,,,295,198,130,26,10,2570,https://www.labirint.ru/books/973942/
973906,Until the Last of Me,Neuvel Sylvain,,,,Penguin,2022,,,,220,197,130,20,0,2570,https://www.labirint.ru/books/973906/
973883,The Wolf Gift,Rice Anne,,,,Arrow Books,2013,The Wolf Gift Chronicles,,,415,198,130,37,9.5,2570,https://www.labirint.ru/books/973883/
497537,"Гай-до. Узники ""Ямагири-мару"".Конец Атлантиды",Булычев Кир,,Мигунов Евгений Тихонович,Басова Е. Г.,Альфа-книга,2020,Большая иллюстрированная серия,,,558,242,170,18,9.67,853,https://www.labirint.ru/books/497537/
973617,Doctor Who. The Sontaran Games,Rayner Jacqueline,,,,BBC books,2009,Quick Reads,,,86,198,130,7,8,2570,https://www.labirint.ru/books/973617/
973431,I Am Number Four,Lore Pittacus,,,,Penguin,2011,The Lorien Legacies,,,285,197,130,25,9,2570,https://www.labirint.ru/books/973431/
973694,Taltos. Lives of the Mayfair Witches,Rice Anne,,,,Arrow Books,1995,,,,290,178,110,30,9.5,2570,https://www.labirint.ru/books/973694/
566318,Посмотри в глаза чудовищ,"Лазарчук Андрей Геннадьевич, Успенский Михаил Глебович",,Пономарева М.,,Пятый Рим,2016,"ООО ""Бестселлер""",,Современная отечественная проза,1232,245,170,46,8.35,2016,https://www.labirint.ru/books/566318/
