_id,name,author,translator,artist,editor,publishing,year,series,collection,genre,weight,dimensions.length,dimensions.width,dimensions.height,rating,price,link
749711,Сквозь зеркала. Книга 4. Граница миров,Дабо Кристель,"Волевич Ирина, Генкина Римма",Гапайар Лоран,Бобрецова Татьяна,КомпасГид,2020,Сквозь зеркала,,,750,240,172,33,7.35,1476,https://www.labirint.ru/books/749711/
902471,Fallen Dragon,Hamilton Peter F.,,,,Pan Books,2021,,,,562,197,130,50,10,2590,https://www.labirint.ru/books/902471/
909815,Survivors,Todd G X,,,,Headline,2019,,,Детективы и триллеры на английском языке,360,198,130,30,0,2597,https://www.labirint.ru/books/909815/
910413,Our Child of the Stars,Cox Stephen,,,,Jo Fletcher Books,2019,,,,350,200,130,30,9,2597,https://www.labirint.ru/books/910413/
909898,Long Story Short. A Short Story Collection,Taylor Jodi,,,,Headline,2019,Chronicles of St. Mary`s,,,308,200,135,30,9,2597,https://www.labirint.ru/books/909898/
909474,The Witches of New York,McKay Ami,,,,Orion,2017,,,,420,200,130,38,0,2597,https://www.labirint.ru/books/909474/
909814,Hunted,Todd G X,,,,Headline,2019,,,Детективы и триллеры на английском языке,350,198,130,32,0,2597,https://www.labirint.ru/books/909814/
885689,The Method,Zeh Juli,,,,Vintage books,2014,,,,174,197,127,16,0,2602,https://www.labirint.ru/books/885689/
891540,The Growing Season,Sedgwick Helen,,,,Vintage books,2019,,,,224,197,127,20,0,2605,https://www.labirint.ru/books/891540/
891539,The Gloaming,Logan Kirsty,,,,Vintage books,2019,,,,232,198,130,20,0,2605,https://www.labirint.ru/books/891539/
886978,And Another Thing...,Colfer Eoin,,,,Penguin,2010,,,,256,197,130,22,10,2605,https://www.labirint.ru/books/886978/
886168,Sexing The Cherry,Winterson Jeanette,,,,Vintage books,2021,,,,160,197,127,13,10,2605,https://www.labirint.ru/books/886168/
885887,A Constellation of Vital Phenomena,Marra Anthony,,,,Vintage books,2014,,,,302,198,129,28,0,2605,https://www.labirint.ru/books/885887/
885807,Bird Brain,Kennaway Guy,,,,Vintage books,2012,,,Фантастика и ужасы на английском языке,216,198,130,20,0,2605,https://www.labirint.ru/books/885807/
885750,Mist Over Pendle,Neill Robert,,,,Arrow Books,2011,,,,292,197,130,27,0,2605,https://www.labirint.ru/books/885750/
885674,City of Bohane,Barry Kevin,,,,Vintage books,2011,,,,202,197,127,17,10,2605,https://www.labirint.ru/books/885674/
885385,Her Fearful Symmetry,Niffenegger Audrey,,,,Vintage books,2010,,,,344,196,127,30,10,2605,https://www.labirint.ru/books/885385/
973271,Doctor Who. The Shining Man,Scott Cavan,,,,BBC books,2021,Doctor Who,,,188,197,130,18,9,2825,https://www.labirint.ru/books/973271/
973219,Doctor Who. Combat Magicks,Cole Steve,,,,BBC books,2018,Doctor Who,,,312,205,135,25,10,2825,https://www.labirint.ru/books/973219/
973240,Doctor Who. Molten Heart,McCormack Una,,,,BBC books,2018,Doctor Who,,,260,205,130,20,10,2825,https://www.labirint.ru/books/973240/
973218,Doctor Who. City of Death,Goss James,,,,BBC books,2018,Doctor Who,,,110,180,110,13,0,2825,https://www.labirint.ru/books/973218/
973205,Doctor Who and the Dinosaur Invasion,Hulke Malcolm,,,,BBC books,2016,Doctor Who,,,110,180,110,12,0,2825,https://www.labirint.ru/books/973205/
969017,The Case Against Satan,Russell Ray,,,,Penguin,2015,Penguin Classics,,,140,197,130,12,0,2825,https://www.labirint.ru/books/969017/
973875,The White Devil,Hoffman Paul,,,,Penguin,2022,,,,365,198,130,33,0,2827,https://www.labirint.ru/books/973875/
973803,The Long Utopia,"Pratchett Terry, Baxter Stephen",,,,Corgi book,2016,Long Earth,,,320,198,130,28,10,2827,https://www.labirint.ru/books/973803/
792562,"Тайна машины времени. Путешествия во времени в физике, философии и фантастике",Нахин Пол Дж.,Яценков В. С.,,,ДМК-Пресс,2021,,,,726,242,173,25,0,2209,https://www.labirint.ru/books/792562/
953565,Owlish,Tse Dorothy,,,,Fitzcarraldo Editions,2023,,,,284,197,128,20,8,2836,https://www.labirint.ru/books/953565/
700648,Холодные звезды,Лукьяненко Сергей Васильевич,,,,АСТ,2019,Весь(гигант),,Современная отечественная проза,1748,263,203,65,6.73,2783,https://www.labirint.ru/books/700648/
603042,Эринеры Гипноса,"Пехов Алексей Юрьевич, Бычкова Елена Александровна, Турчанинова Наталья Владимировна",,,,Альфа-книга,2017,Фантастический боевик,,Современная отечественная проза,312,208,133,27,8.93,464,https://www.labirint.ru/books/603042/
987815,The Best of Roger Zelazny,Zelazny Roger,,,,Gollancz,2023,SF Masterworks,,,350,200,130,30,0,2642,https://www.labirint.ru/books/987815/
467401,Гарри Поттер и Орден Феникса,Роулинг Джоан Кэтлин,Спивак Маша,,Грызунова Анастасия,Махаон,2022,Гарри Поттер,,,826,208,135,45,3.59,1209,https://www.labirint.ru/books/467401/
976211,Black Hills,Simmons Dan,,,,Quercus,2011,,,,430,200,130,40,8,2873,https://www.labirint.ru/books/976211/
328600,Cell,King Stephen,,,,Hodder & Stoughton,2011,,,,350,200,130,32,9,2430,https://www.labirint.ru/books/328600/
905408,Adulthood Rites,Butler Octavia E.,,,,Headline,2022,Lilith`s Brood,,,240,200,130,22,8,2430,https://www.labirint.ru/books/905408/
976597,Heart-Shaped Box,Hill Joe,,,,Gollancz,2017,,,,302,198,129,26,10,2430,https://www.labirint.ru/books/976597/
976426,Elysium Fire,Reynolds Alastair,,,,Gollancz,2018,Prefect Dreyfus Emergencies,,,306,197,130,27,0,2430,https://www.labirint.ru/books/976426/
976205,Beyond the Reach of Earth,MacLeod Ken,,,,Orbit,2023,Lightspeed,,,255,200,130,25,0,2430,https://www.labirint.ru/books/976205/
976069,Absolution Gap,Reynolds Alastair,,,,Gollancz,2008,Revelation Space,,,480,200,135,42,0,2430,https://www.labirint.ru/books/976069/
904663,A Catalogue of Catastrophe,Taylor Jodi,,,,Headline,2022,Chronicles of St. Mary`s,,,360,200,130,30,8,2430,https://www.labirint.ru/books/904663/
1005779,Девочки в фантастических мирах. Комплект из 3-х книг,"Бёрджис Стефани, Решенина Светлана",Полищук Вера,,,Качели,2024,Комплекты,,Мистика. Фантастика. Фэнтези,1092,220,145,58,8.5,2083,https://www.labirint.ru/books/1005779/
328601,Desperation,King Stephen,,,,Hodder & Stoughton,2011,,,,492,197,126,43,9.5,2433,https://www.labirint.ru/books/328601/
903379,Shrine,Herbert James,,,,Pan Books,2012,,,Детективы и триллеры на английском языке,380,197,130,32,9,2435,https://www.labirint.ru/books/903379/
903366,Mr Fox,Oyeyemi Helen,,,,Picador,2012,,,,204,198,128,18,10,2435,https://www.labirint.ru/books/903366/
903298,"Boy, Snow, Bird",Oyeyemi Helen,,,,Picador,2015,,,,226,195,130,20,0,2435,https://www.labirint.ru/books/903298/
902983,The Consuming Fire,Scalzi John,,,,Tor,2018,The Interdependency,,,230,197,130,20,0,2435,https://www.labirint.ru/books/902983/
902972,Across the Nightingale Floor,Hearn Lian,,,,Picador,2017,Tales of the Otori,,,210,197,130,18,0,2435,https://www.labirint.ru/books/902972/
902971,Grass for His Pillow,Hearn Lian,,,,Picador,2017,Tales of the Otori,,,222,197,130,20,0,2435,https://www.labirint.ru/books/902971/
902970,Brilliance of the Moon,Hearn Lian,,,,Picador,2017,Tales of the Otori,,,254,200,130,22,0,2435,https://www.labirint.ru/books/902970/
902936,The End We Start From,Hunter Megan,,,,Picador,2018,,,,192,197,132,12,0,2435,https://www.labirint.ru/books/902936/
902907,American War,El Akkad Omar,,,,Picador,2018,,,,242,197,130,20,0,2435,https://www.labirint.ru/books/902907/
902879,The Human,Asher Neal,,,,Tor,2020,Rise of the Jain,,,350,200,130,33,0,2435,https://www.labirint.ru/books/902879/
902854,The Gabble - And Other Stories,Asher Neal,,,,Tor,2020,Polity Universe,,,272,198,130,23,0,2435,https://www.labirint.ru/books/902854/
902853,Infinity Engine,Asher Neal,,,,Tor,2021,,,,410,130,198,35,0,2435,https://www.labirint.ru/books/902853/
902852,Jupiter War,Asher Neal,,,,Tor,2020,Owner Trilogy,,,342,197,130,30,0,2435,https://www.labirint.ru/books/902852/
902851,A Second Chance at Eden,Hamilton Peter F.,,,,Pan Books,2019,,,,362,197,130,33,0,2435,https://www.labirint.ru/books/902851/
902472,Misspent Youth,Hamilton Peter F.,,,,Pan Books,2021,,,,250,200,130,25,0,2435,https://www.labirint.ru/books/902472/
903351,The Road,McCarthy Cormac,,,,Picador,2022,Picador Collection,,,250,200,132,25,9.33,2444,https://www.labirint.ru/books/903351/
955612,Lair,Herbert James,,,,Pan Books,2012,Rats,,,238,197,129,19,9,2444,https://www.labirint.ru/books/955612/
955599,Haunted,Herbert James,,,,Pan Books,2016,David Ash,,,172,198,130,15,0,2444,https://www.labirint.ru/books/955599/
955606,Domain,Herbert James,,,,Pan Books,2012,Rats,,,332,196,130,29,9,2444,https://www.labirint.ru/books/955606/
955573,The Harpy,Hunter Megan,,,,Picador,2020,,,,150,200,130,13,0,2444,https://www.labirint.ru/books/955573/
955558,Gridlinked,Asher Neal,,,,Tor,2018,Agent Cormac,,,370,200,130,34,0,2444,https://www.labirint.ru/books/955558/
955557,Zero Point,Asher Neal,,,,Tor,2020,Owner Trilogy,,,404,200,130,35,0,2444,https://www.labirint.ru/books/955557/
955551,Un Lun Dun,Mieville China,,Mieville China,,Pan Books,2011,,,,350,200,130,30,0,2444,https://www.labirint.ru/books/955551/
955541,Gingerbread,Oyeyemi Helen,,,,Picador,2020,,,,215,200,130,20,0,2444,https://www.labirint.ru/books/955541/
955428,Sea of Tranquility,Mandel Emily St. John,,,,Picador,2023,,,,196,197,130,12,10,2444,https://www.labirint.ru/books/955428/
955377,The Collapsing Empire,Scalzi John,,,,Tor,2017,The Interdependency,,,240,200,130,20,0,2444,https://www.labirint.ru/books/955377/
955353,The Library of the Dead,Huchu T. L.,,,,Tor,2021,Edinburgh Nights,,,242,200,130,20,0,2444,https://www.labirint.ru/books/955353/
955303,The Kaiju Preservation Society,Scalzi John,,,,Tor,2022,,,,198,198,130,18,0,2444,https://www.labirint.ru/books/955303/
964036,Сборник современных фантастов,"Викулин Алексей, Журавлева Ирина, Хукаленко Юрий",,,,"Общенациональная ассоциация молодых музыкантов, поэтов и прозаиков",2023,,,Современная отечественная проза,740,297,210,17,0,1408,https://www.labirint.ru/books/964036/
636770,Янки из Коннектикута при дворе короля Артура,Твен Марк,Чуковский Николай Корнеевич,Бэрд Дэниел,Басова Е. Г.,Альфа-книга,2018,Большая иллюстрированная серия,,Классическая зарубежная проза,630,240,175,18,9.8,403,https://www.labirint.ru/books/636770/
1015546,Ленка и мертвецы. Истории о потустороннем,Пронина Анна Александровна,,Зайцев Тимофей,,Феникс,2025,Жуть по-русски,,Современная отечественная проза,354,215,147,15,9.33,735,https://www.labirint.ru/books/1015546/
840235,Наследник из Калькутты,Штильмарк Роберт Александрович,,Антонов Н.,,Русская Тройка,2021,Библиотека приключений и научной фантастики,,,856,207,140,42,9.83,1924,https://www.labirint.ru/books/840235/
890025,The Second Collected Tales of Bauchelain & Korbal Broach,Erikson Steven,,,,Bantam books,2019,,,,340,197,128,30,10,2475,https://www.labirint.ru/books/890025/
891243,The Incarnations,Barker Susan,,,,Black Swan,2015,,,,335,200,130,30,0,2475,https://www.labirint.ru/books/891243/
888905,The Power,Alderman Naomi,,,,Viking,2016,,,,252,197,130,23,9.67,2475,https://www.labirint.ru/books/888905/
891738,Ready Player Two,Cline Ernest,,,,Arrow Books,2021,,,,274,197,130,23,9.67,2477,https://www.labirint.ru/books/891738/
885658,Merrick,Rice Anne,,,,Arrow Books,2010,The Vampire Chronicles,,,352,200,130,33,9.5,2477,https://www.labirint.ru/books/885658/
692564,Insomnia,King Stephen,,,,Hodder & Stoughton,2011,,,,614,195,128,40,10,2484,https://www.labirint.ru/books/692564/
476067,Гарри Поттер и Принц-полукровка,Роулинг Джоан Кэтлин,Спивак Маша,,Грызунова Анастасия,Махаон,2022,Гарри Поттер,,,634,207,135,30,3.27,1051,https://www.labirint.ru/books/476067/
834785,Красное божество,Лондон Джек,"Облонская Раиса Ефимовна, Озерская Татьяна Алексеевна, Вершинина Зинаида","Высоцкий П., Анашкина Ирина, Герхард Лара",,Престиж БУК,2022,Ретро библиотека приключений и научной фантастики,,Классическая зарубежная проза,600,206,139,37,10,1283,https://www.labirint.ru/books/834785/
985956,Micro,"Crichton Michael, Preston Richard",,,,HarperCollins,2012,,,,374,200,130,35,9.5,2505,https://www.labirint.ru/books/985956/
549794,The Watchmaker of Filigree Street,Pulley Natasha,,,,Bloomsbury,2016,Bloomsbury Paperbacks,,,230,197,129,21,10,2510,https://www.labirint.ru/books/549794/
881131,The Mask Falling,Shannon Samantha,,,,Bloomsbury,2022,The Bone Season,,,374,200,130,35,10,2510,https://www.labirint.ru/books/881131/
922226,Why Visit America,Baker Matthew,,,,Bloomsbury,2021,,,,242,197,129,24,9,2510,https://www.labirint.ru/books/922226/
922143,The Gallows Pole,Myers Benjamin,,,,Bloomsbury,2019,,,,268,200,130,25,9,2510,https://www.labirint.ru/books/922143/
922113,The Brief and Frightening Reign of Phil,Saunders George,,,,Bloomsbury,2017,,,,102,197,128,8,10,2510,https://www.labirint.ru/books/922113/
922112,Pastoralia,Saunders George,,,,Bloomsbury,2017,,,,148,198,130,15,9.5,2510,https://www.labirint.ru/books/922112/
922054,Jonathan Strange and Mr Norrell,Clarke Susanna,,Rosenberg Portia,,Bloomsbury,2005,Bloomsbury Paperbacks,,,670,198,129,54,9.5,2514,https://www.labirint.ru/books/922054/
963645,The Hastening Storm,Barrington C.F.,,,,Head of Zeus,2022,The Pantheon Saga,,,368,197,130,35,0,2519,https://www.labirint.ru/books/963645/
963607,A Friend of the Earth,Boyle T.C.,,,,Bloomsbury,2019,,,,236,197,130,20,0,2519,https://www.labirint.ru/books/963607/
504003,Город без памяти. Подземная лодка,Булычев Кир,,Мигунов Евгений Тихонович,Басова Е. Г.,Альфа-книга,2017,Большая иллюстрированная серия,,,650,242,174,20,9.33,1080,https://www.labirint.ru/books/504003/
908582,The Bloody Throne,Emmett S. C.,,,,Orbit,2022,Hostage of Empire,,,542,210,140,45,8,2880,https://www.labirint.ru/books/908582/
986529,This Is Where We Live,Hardie Kate,,,,4th Estate,2023,,,,302,223,142,20,8,2890,https://www.labirint.ru/books/986529/
988233,The Green Man of Eshwood Hall. A Tale of Nothalbion,Kerr Jacob,,,,Serpent's Tail,2022,,,,330,223,142,21,0,2899,https://www.labirint.ru/books/988233/
988220,Girlfriend on Mars,Willis Deborah,,,,Serpent's Tail,2023,,,,480,220,140,30,0,2899,https://www.labirint.ru/books/988220/
1005780,Страшно — но не оторваться. Комплект из 3-х книг,"Баркер Клайв, Стрейндж Люси, Кэрролл Эмма","Лютова Ольга, Мучник Татьяна Александровна, Бродоцкая Анастасия",Неходова Ольга,,Качели,2023,Комплекты,,,892,208,130,55,7.75,2486,https://www.labirint.ru/books/1005780/
822923,Тень Когтегрива. Возвращение,Хантер Эрин,Максимова В.,Меньшикова Юлия Анатольевна,,ОлмаМедиаГрупп/Просвещение,2021,Коты-воители. Тень Когтегрива,,,358,205,135,18,9.11,350,https://www.labirint.ru/books/822923/
717881,Земля Санникова,Обручев Владимир Афанасьевич,,Никольский Георгий,,Речь,2019,Малая Классика Речи,,Классическая отечественная проза,526,174,125,33,8.75,1602,https://www.labirint.ru/books/717881/
906246,Испытание Грача. Прощение,Хантер Эрин,Максимова В.,Меньшикова Юлия,,ОлмаМедиаГрупп/Просвещение,2023,Коты-воители. Испытание Грача,,,346,207,130,17,9.5,350,https://www.labirint.ru/books/906246/
328605,The Stand,King Stephen,,,,Hodder & Stoughton,2011,,,,886,197,128,57,9.8,2934,https://www.labirint.ru/books/328605/
732142,The Dark Tower,King Stephen,,Whelan Michael,,Hodder & Stoughton,2017,The Dark Tower,,,512,198,130,45,10,2934,https://www.labirint.ru/books/732142/
906056,Soot,Vyleta Dan,,,,Weidenfeld & Nicolson,2020,,,,382,200,130,40,10,2934,https://www.labirint.ru/books/906056/
905536,Hollow Kingdom,Buxton Kira Jane,,,,Headline,2019,,,,226,196,129,20,0,2934,https://www.labirint.ru/books/905536/
905036,The City of Mirrors,Cronin Justin,,,,Orion,2017,,,,566,200,130,50,0,2934,https://www.labirint.ru/books/905036/
905459,The Death House,Pinborough Sarah,,,,Gollancz,2017,,,,270,200,130,25,0,2402,https://www.labirint.ru/books/905459/
909899,Plan for the Worst,Taylor Jodi,,,,Headline,2020,Chronicles of St. Mary`s,,,360,200,130,35,9,2363,https://www.labirint.ru/books/909899/
905519,The Gameshouse,North Claire,,,,Orbit,2019,,,,300,197,126,26,10,2402,https://www.labirint.ru/books/905519/
909890,What Could Possibly Go Wrong?,Taylor Jodi,,,,Headline,2019,Chronicles of St. Mary`s,,,284,200,130,25,9.67,2363,https://www.labirint.ru/books/909890/
909889,No Time Like The Past,Taylor Jodi,,,,Headline,2019,Chronicles of St. Mary`s,,,282,198,132,26,9.5,2363,https://www.labirint.ru/books/909889/
909888,The Long and the Short of it,Taylor Jodi,,,,Headline,2019,Chronicles of St. Mary`s,,,340,198,128,30,9,2363,https://www.labirint.ru/books/909888/
909887,"Lies, Damned Lies, and History",Taylor Jodi,,,,Headline,2019,Chronicles of St. Mary`s,,,295,198,130,25,9.67,2363,https://www.labirint.ru/books/909887/
909886,An Argumentation of Historians,Taylor Jodi,,,,Headline,2017,Chronicles of St. Mary`s,,,352,200,130,32,9.67,2363,https://www.labirint.ru/books/909886/
909885,And the Rest is History,Taylor Jodi,,,,Headline,2019,Chronicles of St. Mary`s,,,320,198,130,28,9.33,2363,https://www.labirint.ru/books/909885/
909848,False Memory,Koontz Dean,,,,Headline,2017,,,Детективы и триллеры на английском языке,562,197,130,45,10,2363,https://www.labirint.ru/books/909848/
909847,The Vision,Koontz Dean,,,,Headline,2017,,,Детективы и триллеры на английском языке,188,200,130,17,10,2363,https://www.labirint.ru/books/909847/
909834,Sucker Punch,Hamilton Laurell K.,,,,Headline,2021,"Anita Blake, Vampire Hunter",,,440,198,127,39,0,2363,https://www.labirint.ru/books/909834/
909833,Gather the Daughters,Melamed Jennie,,,,Tinder Press,2017,,,,310,200,135,30,0,2363,https://www.labirint.ru/books/909833/
909648,Snake Ropes,Richards Jess,,,,Sceptre,2013,,,,250,200,130,25,9,2363,https://www.labirint.ru/books/909648/
909380,Let the Old Dreams Die,Ajvide Lindqvist John,,,,Riverrun,2017,,,,370,200,130,35,10,2363,https://www.labirint.ru/books/909380/
909315,Guilty Pleasures,Hamilton Laurell K.,,,,Headline,2009,"Anita Blake, Vampire Hunter",,,250,200,130,21,0,2363,https://www.labirint.ru/books/909315/
890810,The Hidden Base,Warren A. E.,,,,DelRey,2021,Tomorrow`s Ancestors,,,262,196,129,22,0,2344,https://www.labirint.ru/books/890810/
890413,The Deep,Katsu Alma,,,,Bantam books,2021,,,,294,197,127,26,10,2344,https://www.labirint.ru/books/890413/
888273,Lost and Wanted,Freudenberger Nell,,,,Penguin,2020,,,,300,197,130,25,9,2344,https://www.labirint.ru/books/888273/
887845,Noughts & Crosses,Blackman Malorie,,,,Penguin,2017,Noughts and Crosses,,,344,196,127,31,10,2344,https://www.labirint.ru/books/887845/
887671,Champion,Lu Marie,,,,Penguin,2013,Legend,,Young adult на английском языке,258,197,128,23,0,2344,https://www.labirint.ru/books/887671/
887670,Legend,Lu Marie,,,,Penguin,2013,Legend,,Young adult на английском языке,204,197,128,19,0,2344,https://www.labirint.ru/books/887670/
887067,The Power of Six,Lore Pittacus,,,,Penguin,2012,The Lorien Legacies,,,286,198,129,25,0,2344,https://www.labirint.ru/books/887067/
886279,I'm the King of the Castle,Hill Susan,,,,Penguin,2019,,,,150,198,128,13,10,2344,https://www.labirint.ru/books/886279/
886138,The Cellar,Walters Minette,,,,Arrow Books,2016,,,,186,196,130,16,0,2344,https://www.labirint.ru/books/886138/
781185,The Testaments,Atwood Margaret,,,,Vintage books,2020,,,,380,200,130,34,9.5,2345,https://www.labirint.ru/books/781185/
890493,The Revenge of Seven,Lore Pittacus,,,,Penguin,2015,The Lorien Legacies,,,224,197,127,20,9,2346,https://www.labirint.ru/books/890493/
888036,The Desolations of Devil's Acre,Riggs Ransom,,,,Penguin,2022,Miss Peregrine`s Peculiar Children,,,714,208,132,30,9.5,2346,https://www.labirint.ru/books/888036/
887654,Matched,Condie Ally,,,,Penguin,2011,Matched,,,272,197,130,23,0,2346,https://www.labirint.ru/books/887654/
887611,The Enemy,Higson Charlie,,,,Penguin,2013,,,,296,197,128,28,9,2346,https://www.labirint.ru/books/887611/
328593,The Left Hand of God,Hoffman Paul,,,,Penguin,2014,,,,376,197,130,33,0,2346,https://www.labirint.ru/books/328593/
891381,The Gracekeepers,Logan Kirsty,,,,Vintage books,2016,,,,216,197,130,20,0,2346,https://www.labirint.ru/books/891381/
891361,Pine,Toon Francine,,,,Black Swan,2020,,,,234,197,130,20,10,2346,https://www.labirint.ru/books/891361/
891356,You Let Me In,Bruce Camilla,,,,Black Swan,2021,,,,196,200,130,20,10,2346,https://www.labirint.ru/books/891356/
891277,Lament for the Fallen,Chait Gavin,,,,Black Swan,2016,,,,296,200,130,25,10,2346,https://www.labirint.ru/books/891277/
890809,Subject Twenty-One,Warren A. E.,,,,DelRey,2021,Tomorrow`s Ancestors,,,222,197,127,20,0,2346,https://www.labirint.ru/books/890809/
890578,Tomorrow,Dibben Damian,,,,Penguin,2019,,,,260,198,129,23,10,2346,https://www.labirint.ru/books/890578/
888617,Dimension of Miracles,Sheckley Robert,,,,Penguin,2020,Penguin Science Fiction,,,124,180,110,13,0,2346,https://www.labirint.ru/books/888617/
888541,The Hair Carpet Weavers,Eschbach Andreas,,,,Penguin,2020,Penguin Science Fiction,,,190,185,115,20,0,2346,https://www.labirint.ru/books/888541/
888487,A Voyage to Arcturus,Lindsay David,,,,Penguin,2021,Penguin Science Fiction,,,226,180,110,22,0,2346,https://www.labirint.ru/books/888487/
889982,Human Croquet,Atkinson Kate,,,,Black Swan,2015,,,,308,197,130,28,0,2347,https://www.labirint.ru/books/889982/
889528,Troy. Fall Of Kings,"Gemmell David, Gemmell Stella",,,,Corgi book,2008,,,,340,177,106,40,10,2347,https://www.labirint.ru/books/889528/
848209,Десятка Лоу,Холборн Старк,Стукалин Глеб,,,Аркадия,2023,Семь солнц,,Современная зарубежная проза,426,208,135,24,9.31,936,https://www.labirint.ru/books/848209/
892173,The Greatcoat,Dunmore Helen,,,,Windmill Books,2021,,,,190,197,129,17,0,2356,https://www.labirint.ru/books/892173/
892172,The Daylight Gate,Winterson Jeanette,,,,Windmill Books,2020,,,,170,196,130,15,10,2356,https://www.labirint.ru/books/892172/
892000,The Last Dog on Earth,Walker Adrian J.,,,,DelRey,2017,,,,294,198,125,28,9,2356,https://www.labirint.ru/books/892000/
888594,Trafalgar,Gorodischer Angelica,,,,Penguin,2020,Penguin Science Fiction,,,150,180,110,15,0,2356,https://www.labirint.ru/books/888594/
910406,The Memory Chamber,Cave Holly,,,,Quercus,2018,,,,294,197,130,25,8,2358,https://www.labirint.ru/books/910406/
910100,The Unfamiliar Garden,Percy Benjamin,,,,Hodder & Stoughton,2022,,,,165,197,130,15,0,2358,https://www.labirint.ru/books/910100/
909979,An American Story,Priest Christopher,,,,Gollancz,2019,,,,284,197,125,25,9.5,2358,https://www.labirint.ru/books/909979/
909849,Twilight Eyes,Koontz Dean,,,,Headline,2017,,,Детективы и триллеры на английском языке,430,200,130,35,10,2358,https://www.labirint.ru/books/909849/
789897,Последний карантин,Прашкевич Геннадий Мартович,,Бренгучина Екатерина,,Престиж БУК,2021,Ретро библиотека приключений и научной фантастики,,,554,210,135,30,10,1215,https://www.labirint.ru/books/789897/
789894,Гибель Иллы,Мозелли Жозе,Найденков Игорь,"Козлов Л., Жоббе-Дюваль Жан",,Престиж БУК,2021,Ретро библиотека приключений и научной фантастики,,Классическая зарубежная проза,536,210,135,30,0,1215,https://www.labirint.ru/books/789894/
789883,Реквием Крысиному королю,Витковский Евгений Владимирович,,Медведев А. Н.,,Престиж БУК,2021,Ретро библиотека приключений и научной фантастики,,Современная отечественная проза,740,210,140,40,0,1215,https://www.labirint.ru/books/789883/
789873,Пир Валтасара,Шалимов Александр Иванович,,Мельников Евгений,,Престиж БУК,2021,Фантастические миры Александра Шалимова,,Современная отечественная проза,668,210,140,32,5,1215,https://www.labirint.ru/books/789873/
789831,Джон Фландерс. Таинственный человек дождя,Рэй Жан,Найденков Игорь,Медведев А. Н.,,Престиж БУК,2021,Ретро библиотека приключений и научной фантастики,,,574,210,135,28,0,1215,https://www.labirint.ru/books/789831/
789821,Кирена и Гент,Колупаев Виктор Дмитриевич,,Мельников Евгений,,Престиж БУК,2021,Ретро библиотека приключений и научной фантастики,,Современная отечественная проза,520,210,140,30,0,1215,https://www.labirint.ru/books/789821/
795506,Канун бессмертия. Рассказы о будущем и настоящем,Арокур Эдмон,Ослон Владимир,,,Престиж БУК,2021,Редкости,,Классическая зарубежная проза,552,210,135,25,10,1215,https://www.labirint.ru/books/795506/
795507,Дарю вам этот мир,Филенко Евгений Иванович,,Филенко Евгений Иванович,,Престиж БУК,2021,Ретро библиотека приключений и научной фантастики,,Современная отечественная проза,532,210,138,30,6.5,1215,https://www.labirint.ru/books/795507/
802910,Глубинный путь,Трублаини Николай Петрович,"Шульженко С. Н., Спринский Василий, Резвый В. Е.",Лурье Аркадий Александрович,,Престиж БУК,2021,Ретро библиотека приключений и научной фантастики,,Классическая зарубежная проза,666,210,140,35,10,1215,https://www.labirint.ru/books/802910/
873301,Игры Немезиды. Пепел Вавилона. Чужие собаки,Кори Джеймс,Соловьева Г. В.,,,Фантастика,2022,Пространство (Expanse),,Современная зарубежная проза,1312,242,155,55,7.2,1350,https://www.labirint.ru/books/873301/
1002871,Мастер и Маргарита. Собрание Сочинений. Том 6,Булгаков Михаил Афанасьевич,,,,Престиж БУК,2024,,,Классическая отечественная проза,720,210,135,36,10,1215,https://www.labirint.ru/books/1002871/
549767,The Ocean at the End of the Lane,Gaiman Neil,,,,Headline,2021,,,Young adult на английском языке,250,198,130,21,10,2363,https://www.labirint.ru/books/549767/
910395,The Hidden People,Littlewood Alison,,,,Jo Fletcher Books,2017,,,Фантастика и ужасы на английском языке,268,200,130,25,0,2363,https://www.labirint.ru/books/910395/
910382,A Bond Undone,Jin Yong,Chang Gigi,,,MacLehose Press,2019,Legends of the Condor Heroes,,,368,195,130,32,0,2363,https://www.labirint.ru/books/910382/
910381,A Snake Lies Waiting,Jin Yong,"Holmwood Anna, Chang Gigi",,,MacLehose Press,2020,Legends of the Condor Heroes,,,310,200,130,27,0,2363,https://www.labirint.ru/books/910381/
910379,The Lost Village,Spring Neil,,,,Quercus,2017,,,Исторические романы на английском языке,328,195,130,30,10,2363,https://www.labirint.ru/books/910379/
910314,Phase Six,Shepard Jim,,,,Riverrun,2022,,,Детективы и триллеры на английском языке,190,200,130,16,9,2363,https://www.labirint.ru/books/910314/
910007,Kairos,Jones Gwyneth,,,,Gollancz,2021,SF Masterworks,,,282,200,130,25,0,2363,https://www.labirint.ru/books/910007/
909999,Aspects,Ford John M.,,,,Gollancz,2022,,,,350,198,128,30,10,2363,https://www.labirint.ru/books/909999/
909995,Meant to Be Immortal,Sands Lynsay,,,,Gollancz,2021,Argeneau Vampire,,Любовные романы на английском языке,302,196,129,25,10,2363,https://www.labirint.ru/books/909995/
909994,Bold As Love,Jones Gwyneth,,,,Gollancz,2020,SF Masterworks,,,268,200,130,30,10,2363,https://www.labirint.ru/books/909994/
909990,Empress of all Seasons,Jean Emiko,,,,Gollancz,2018,,,,305,200,130,25,8,2363,https://www.labirint.ru/books/909990/
